Date,Open,High,Low,Close,Adj Close,Volume
2014-12-31,139.000000,141.000000,139.000000,141.000000,111.338364,18306000
2015-01-05,140.500000,140.500000,137.500000,139.500000,110.153923,32046000
2015-01-06,137.500000,137.500000,133.000000,133.500000,105.416130,66778000
2015-01-07,133.500000,135.000000,133.500000,134.000000,105.810944,43703000
2015-01-08,136.500000,138.000000,136.000000,138.000000,108.969452,42491000
2015-01-09,135.000000,135.500000,133.000000,134.000000,105.810944,61558000
2015-01-12,132.500000,133.500000,132.000000,132.000000,104.231651,30338000
2015-01-13,131.000000,133.000000,130.500000,132.500000,104.626488,37818000
2015-01-14,132.500000,133.000000,130.000000,130.000000,102.652390,48740000
2015-01-15,131.500000,133.000000,131.500000,131.500000,103.836861,40607000
2015-01-16,140.000000,140.000000,136.000000,137.000000,108.179832,124042000
2015-01-19,138.500000,139.500000,137.500000,139.000000,109.759094,49986000
2015-01-20,139.000000,139.000000,137.500000,138.000000,108.969452,32739000
2015-01-21,139.500000,141.000000,139.500000,141.000000,111.338364,70464000
2015-01-22,141.500000,142.000000,139.500000,140.000000,110.548729,43846000
2015-01-23,142.500000,145.000000,142.500000,145.000000,114.496918,82089000
2015-01-26,145.500000,145.500000,143.500000,145.000000,114.496918,46716000
2015-01-27,145.500000,147.000000,144.500000,147.000000,116.076180,52805000
2015-01-28,146.500000,147.000000,145.500000,146.500000,115.681351,45898000
2015-01-29,144.000000,145.000000,143.000000,143.500000,113.312447,34459000
2015-01-30,145.000000,145.500000,141.000000,141.000000,111.338364,43666000
2015-02-02,140.500000,143.000000,140.500000,142.500000,112.522835,29181000
2015-02-03,143.000000,144.500000,142.000000,144.500000,114.102097,27160000
2015-02-04,144.500000,146.500000,144.000000,146.000000,115.286537,40416000
2015-02-05,145.500000,146.000000,143.500000,145.500000,114.891716,23363000
2015-02-06,145.500000,145.500000,143.000000,143.000000,112.917633,27301000
2015-02-09,143.000000,143.500000,141.500000,142.000000,112.128006,26315000
2015-02-10,142.000000,143.000000,141.500000,142.500000,112.522835,33294000
2015-02-11,146.000000,149.000000,146.000000,148.000000,116.865814,71259000
2015-02-12,149.500000,149.500000,147.500000,148.500000,117.260635,33577000
2015-02-13,148.500000,150.000000,148.000000,148.500000,117.260635,37815000
2015-02-24,149.000000,152.000000,148.500000,151.000000,119.234711,72531000
2015-02-25,152.500000,154.500000,152.500000,154.500000,121.998421,48183000
2015-02-26,153.500000,154.000000,150.500000,150.500000,118.839897,55574000
2015-03-02,151.500000,153.000000,148.500000,149.000000,117.655441,41388000
2015-03-03,150.000000,151.000000,148.500000,150.500000,118.839897,29134000
2015-03-04,150.000000,151.500000,149.000000,150.500000,118.839897,32627000
2015-03-05,150.000000,151.000000,148.500000,150.000000,118.445061,28872000
2015-03-06,149.000000,149.500000,148.500000,149.000000,117.655441,31316000
2015-03-09,147.500000,147.500000,145.000000,145.500000,114.891716,67163000
2015-03-10,145.000000,145.000000,144.000000,144.000000,113.707291,46809000
2015-03-11,143.500000,148.000000,143.000000,146.000000,115.286537,51795000
2015-03-12,147.000000,148.500000,146.500000,148.000000,116.865814,32183000
2015-03-13,148.000000,149.500000,147.000000,149.000000,117.655441,45451000
2015-03-16,149.000000,149.500000,146.000000,146.000000,115.286537,36912000
2015-03-17,148.500000,150.000000,148.500000,149.000000,117.655441,55718000
2015-03-18,151.000000,154.000000,150.000000,153.500000,121.208824,70808000
2015-03-19,152.500000,155.000000,152.500000,154.000000,121.603600,43070000
2015-03-20,151.500000,154.000000,151.500000,154.000000,121.603600,37536000
2015-03-23,154.000000,154.000000,152.500000,153.500000,121.208824,26285000
2015-03-24,153.500000,153.500000,151.500000,151.500000,119.629539,36086000
2015-03-25,152.000000,152.500000,150.500000,151.000000,119.234711,44424000
