Date,Open,High,Low,Close,Adj Close,Volume
2014-12-31,46.000000,46.272728,45.818180,46.090908,33.600632,7700000
2015-01-05,45.545452,45.818180,45.000000,45.818180,33.401810,12664300
2015-01-06,44.909088,44.909088,43.727272,44.090908,32.142616,30024500
2015-01-07,44.090908,44.909088,44.045452,44.545452,32.473984,15431900
2015-01-08,45.090908,45.363636,44.818180,45.363636,33.070442,10275100
2015-01-09,45.727272,45.818180,45.045452,45.136364,32.904758,13499200
2015-01-12,44.863636,45.090908,44.636364,44.681816,32.573391,5949900
2015-01-13,44.772728,45.818180,44.772728,45.727272,33.335537,15914800
2015-01-14,45.909088,46.000000,45.090908,45.318180,33.037304,17162200
2015-01-15,45.318180,45.545452,44.863636,45.090908,32.871624,11663300
2015-01-16,44.818180,45.090908,44.181816,44.818180,32.672806,20539200
2015-01-19,44.818180,45.181816,44.500000,44.772728,32.639664,9733900
2015-01-20,44.909088,45.272728,44.545452,45.136364,32.904758,11209000
2015-01-21,45.454544,45.636364,45.227272,45.636364,33.269264,13754400
2015-01-22,45.818180,46.272728,45.818180,46.272728,33.733173,19849500
2015-01-23,46.818180,47.272728,46.090908,46.181816,33.666901,34026300
2015-01-26,46.454544,46.454544,45.818180,46.090908,33.600632,10308100
2015-01-27,46.545452,46.818180,46.181816,46.818180,34.130814,20244400
2015-01-28,46.545452,46.909088,46.363636,46.636364,33.998268,13891900
2015-01-29,46.636364,46.636364,46.000000,46.454544,33.865723,13409000
2015-01-30,46.545452,46.818180,45.727272,45.727272,33.335537,15076600
2015-02-02,45.909088,45.909088,45.454544,45.727272,33.335537,10616100
2015-02-03,46.000000,46.363636,45.727272,45.727272,33.335537,11475200
2015-02-04,46.545452,47.000000,46.181816,46.818180,34.130814,28562600
2015-02-05,46.818180,47.000000,46.636364,47.000000,34.263367,15664000
2015-02-06,47.090908,47.090908,46.727272,46.727272,34.064537,10849300
2015-02-09,47.636364,47.636364,46.363636,46.636364,33.998268,10413700
2015-02-10,47.272728,48.454544,47.000000,48.000000,34.992371,43004500
2015-02-11,48.000000,48.181816,47.545452,47.909088,34.926098,26448400
2015-02-12,48.272728,48.636364,48.090908,48.090908,35.058643,23744600
2015-02-13,48.272728,48.636364,48.090908,48.636364,35.456284,18313900
2015-02-24,49.545452,50.818180,49.545452,50.454544,36.781757,42971500
2015-02-25,50.818180,50.818180,50.090908,50.454544,36.781757,18412900
2015-02-26,50.454544,51.545452,49.636364,50.909088,37.113121,39384400
2015-03-02,51.272728,51.636364,50.181816,50.818180,37.046848,21206900
2015-03-03,50.545452,50.636364,49.454544,50.181816,36.582932,23479500
2015-03-04,49.727272,50.454544,49.636364,50.000000,36.450390,13664200
2015-03-05,50.000000,50.181816,49.454544,49.454544,36.052742,14755400
2015-03-06,49.454544,50.363636,49.181816,50.363636,36.715481,12433300
2015-03-09,50.090908,50.454544,49.727272,50.000000,36.450390,13008600
2015-03-10,50.545452,51.727272,50.181816,51.454544,37.510761,25390200
2015-03-11,51.000000,54.090908,51.000000,53.454544,38.968777,65973600
2015-03-12,53.454544,53.727272,52.727272,53.181816,38.769955,25786200
2015-03-13,53.454544,53.727272,51.636364,51.636364,37.643311,30396300
2015-03-16,51.636364,52.363636,51.181816,51.454544,37.510761,17860700
2015-03-17,51.545452,52.272728,51.363636,51.363636,37.444489,16875100
2015-03-18,51.363636,52.727272,51.272728,52.727272,38.438591,23328800
2015-03-19,52.727272,53.000000,52.363636,52.727272,38.438591,20033200
2015-03-20,52.000000,52.727272,52.000000,52.454544,38.239769,14645400
2015-03-23,52.181816,52.454544,51.818180,51.818180,37.775860,16991700
2015-03-24,51.818180,52.363636,51.545452,52.272728,38.107227,17895900
2015-03-25,52.090908,52.363636,51.090908,51.545452,37.577038,19767000
2015-03-26,50.909088,52.000000,50.727272,52.000000,37.908405,18591100
2015-03-27,51.454544,51.727272,50.363636,50.363636,36.715481,25335200
2015-03-30,50.636364,51.272728,50.545452,50.727272,36.980576,18328200
2015-03-31,51.363636,51.363636,50.272728,51.090908,37.245670,24277000
2015-04-01,51.000000,51.000000,50.454544,50.454544,36.781757,16186500
2015-04-02,50.909088,52.090908,50.818180,52.090908,37.974682,26866400
2015-04-07,52.545452,52.636364,51.636364,52.000000,37.908405,11348700
2015-04-08,52.000000,52.363636,51.272728,51.363636,37.444489,13157100
2015-04-09,51.727272,52.454544,51.363636,52.000000,37.908405,17551600
2015-04-10,52.272728,52.636364,52.000000,52.454544,38.239769,20101400
2015-04-13,52.272728,52.363636,51.818180,52.181816,38.040947,11632500
2015-04-14,51.818180,52.272728,51.818180,51.909088,37.842133,14713600
2015-04-15,51.636364,51.818180,50.636364,51.000000,37.179398,23717100
2015-04-16,51.000000,51.909088,50.909088,51.818180,37.775860,19401800
2015-04-17,52.000000,52.000000,51.545452,51.636364,37.643311,10321300
2015-04-20,51.545452,52.272728,51.363636,52.272728,38.107227,16670500
2015-04-21,52.272728,52.272728,51.727272,52.090908,37.974682,11238700
2015-04-22,51.818180,52.545452,51.818180,52.454544,38.239769,14886300
